UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
Seeking Alpha,@SeekingAlpha,2011-01-03T19:20:59.000Z,"Seeking Alpha
@SeekingAlpha
·
Jan 3, 2011","Options Monday: Eye on Market Movers Apple, GM http://seekingalpha.com/a/58pv $AAPL $GM",,,,,[],https://twitter.com/SeekingAlpha/status/22009546692108289
Daniel Mihai Popescu,@RodolfoGrimaldi,2011-01-03T18:14:28.000Z,"Daniel Mihai Popescu
@RodolfoGrimaldi
·
Jan 3, 2011",OMG! RT http://mktsentiment.com Twitter Market Sentiment Price Correlation $GS $MIPS $AAPL fantastic promo http://tinyurl.com/285l7kg,,,1,,[],https://twitter.com/RodolfoGrimaldi/status/21992806897684481
tom brakke,@researchpuzzler,2011-01-03T18:46:35.000Z,"tom brakke
@researchpuzzler
·
Jan 3, 2011",do you think $MDT needs to give departing CEO an iPad? how goofy can you get? http://bit.ly/fyZjGr $AAPL,,,,,[],https://twitter.com/researchpuzzler/status/22000889522823168
Rich LoPresti,@RichLoPresti,2011-01-03T15:32:07.000Z,"Rich LoPresti
@RichLoPresti
·
Jan 3, 2011","RT 
@howardlindzon
 Trilion dollar valuation for $AAPL http://stk.ly/gXIkh0  from 
@jaltucher
 which just needs to catch on a bit.",,,1,,[],https://twitter.com/RichLoPresti/status/21951951897890816
Tracy Davidson,@tracydavidson,2011-01-03T12:28:58.000Z,"Tracy Davidson
@tracydavidson
·
Jan 3, 2011",Verizon snaps up iPhone domains - Here's more evidence  as if we needed it  that Apple (AAPL) is building an iPhone ... http://ow.ly/1aHIYu,,,1,,[],https://twitter.com/tracydavidson/status/21905857813946368
Insider Business,@BusinessInsider,2011-01-03T13:16:35.000Z,"Insider Business
@BusinessInsider
·
Jan 3, 2011","Apple Is Due For A (Relatively) Boring 2011 $AAPL by 
@jyarow
 http://read.bi/gs8jvy",,,2,,[],https://twitter.com/BusinessInsider/status/21917840370040832
Peter A. McKay,@peteramckay,2011-01-03T18:20:35.000Z,"Peter A. McKay
@peteramckay
·
Jan 3, 2011","From 
@pcworld
, updated stats & analysis re: market share in smartphone OS: http://bit.ly/e7z2ZE (via 
@RoscoeLabs
) $RIMM $GOOG $AAPL $XLK",,,1,,[],https://twitter.com/peteramckay/status/21994347557818368
Fari Hamzei,@HamzeiAnalytics,2011-01-03T03:56:41.000Z,"Fari Hamzei
@HamzeiAnalytics
·
Jan 2, 2011","RT 
@nytimesbusiness
: Bug Causes iPhone Alarm to Greet New Year With Silence http://nyti.ms/fvH0wc $AAPL",,,1,,[],https://twitter.com/HamzeiAnalytics/status/21776937374453760
9to5Mac,@9to5mac,2011-01-03T16:42:38.000Z,"9to5Mac
@9to5mac
·
Jan 3, 2011",#AAPL market cap breaks $300 billion… http://goo.gl/fb/c5VJi #appleinc #industryintel #iosdevices #apple #exxon,,,8,,[],https://twitter.com/9to5mac/status/21969698379800577
24/7 Wall St.,@247WallSt,2011-01-03T13:16:07.000Z,"24/7 Wall St.
@247WallSt
·
Jan 3, 2011","Top Analyst Upgrades & Downgrades (ARO, ARG, AA, AAPL, BA, BSX, BRCM, COH, DRYS, MELI, TIF, URBN, INTC, CY, ATML... http://bit.ly/ie9ypA",,,2,,[],https://twitter.com/247WallSt/status/21917725039271936
Showbiz Cheat Sheet,@cheatsheet,2011-01-03T15:35:03.000Z,"Showbiz Cheat Sheet
@cheatsheet
·
Jan 3, 2011","Magazines On The IPad: Are They Working? by 
@lkramer
: http://ow.ly/3xpBN $AAPL $DIS $TWX #mkt #ipad #aaple",,,,,[],https://twitter.com/cheatsheet/status/21952690430939136
The Exchange,@CNBCTheExchange,2011-01-03T20:42:03.000Z,"The Exchange
@CNBCTheExchange
·
Jan 3, 2011",Cramer: Apple Still Cheap at 52-Week High http://cnbc.com/id/40885036  $AAPL $AMZN $BAC $HBAN #Mortgages #StockPicks #StockMarket,,,,,[],https://twitter.com/CNBCTheExchange/status/22029949141520384
Apple Streem,@applestreem,2011-01-03T16:48:31.000Z,"Apple Streem
@applestreem
·
Jan 3, 2011","Apple stock hits a new intra-day all time high and Gene Munster weighs in: 
Apple stock (AAPL) has hit a new all... http://aol.it/hWctad",,,1,,[],https://twitter.com/applestreem/status/21971175231983616
Insider Business,@BusinessInsider,2011-01-03T02:27:28.000Z,"Insider Business
@BusinessInsider
·
Jan 2, 2011","Google Chasing After Apple With ""Newsstand"" For Android $GOOG $AAPL by 
@fromedome
 http://read.bi/fVF3WQ",,,3,1,[],https://twitter.com/BusinessInsider/status/21754485604884480
Michael (मुकेश),@MParekh,2011-01-03T21:47:25.000Z,"Michael (मुकेश)
@MParekh
·
Jan 3, 2011","May more tech companies be as boring: ""Apple Is Due For A (Relatively) Boring 2011"" $AAPL http://read.bi/fIsNvK",,,1,,[],https://twitter.com/MParekh/status/22046398627188737
Justin Pulitzer,@JustinPulitzer,2011-01-03T21:08:38.000Z,"Justin Pulitzer
@JustinPulitzer
·
Jan 3, 2011","What a nutty close. NYSE Breadth finished at the highs, but futures sold-off into the close. The Generals finished strong. Bullish $AAPL. $$",,,,,[],https://twitter.com/JustinPulitzer/status/22036639291281408
Insider Entertainment,@insiderent,2011-01-03T02:27:29.000Z,"Insider Entertainment
@insiderent
·
Jan 2, 2011","Google Chasing After Apple With ""Newsstand"" For Android $GOOG $AAPL by 
@fromedome
 http://read.bi/fVF3WQ",,,2,,[],https://twitter.com/insiderent/status/21754490600300544
Fari Hamzei,@HamzeiAnalytics,2011-01-03T20:46:16.000Z,"Fari Hamzei
@HamzeiAnalytics
·
Jan 3, 2011","RT 
@nytimesbusiness
: Bits: After Apple Says Otherwise, iPhone Alarm Still Remains Silent http://nyti.ms/gP9MVd  $AAPL",,,,,[],https://twitter.com/HamzeiAnalytics/status/22031008102617088
Insider Business,@BusinessInsider,2011-01-03T13:44:29.000Z,"Insider Business
@BusinessInsider
·
Jan 3, 2011","Here's How To Get Around the iPhone New Year's Alarm Glitch $AAPL by 
@stevekovach
 http://read.bi/fsMLxw",,,3,,[],https://twitter.com/BusinessInsider/status/21924864562561025
Yahoo Finance,@YahooFinance,2011-01-03T14:00:04.000Z,"Yahoo Finance
@YahooFinance
·
Jan 3, 2011","Most Trends Don't Last Forever ... Have Facebook and Apple Peaked? w/ 
@grossdm
 @hblodget
 http://yhoo.it/fCwjBN $AAPL",,,,,[],https://twitter.com/YahooFinance/status/21928783577616385
Eric Savitz,@savitz,2011-01-03T14:45:26.000Z,"Eric Savitz
@savitz
·
Jan 3, 2011","What’s Next For Apple?: Apple (AAPL) had a stellar 2010, in particular sharking up the PC world with the launch ... http://bit.ly/eKtfVk",,,,,[],https://twitter.com/savitz/status/21940200670232576
Seeking Alpha Market News,@MarketCurrents,2011-01-03T17:01:18.000Z,"Seeking Alpha Market News
@MarketCurrents
·
Jan 3, 2011",Many iPhone ([[AAPL]] +2.2%) users found the devices' alarm clocks malfunctioned during the weekend.... http://seekingalpha.com/n/1e06,,,,,[],https://twitter.com/MarketCurrents/status/21974392263147520
Seeking Alpha Market News,@MarketCurrents,2011-01-03T18:11:01.000Z,"Seeking Alpha Market News
@MarketCurrents
·
Jan 3, 2011","With so many existing hits to refine, Apple ([[AAPL]] +2.1%) is probably done with new products line... http://seekingalpha.com/n/1e0g",,,,,[],https://twitter.com/MarketCurrents/status/21991938240548864
Seeking Alpha Market News,@MarketCurrents,2011-01-03T16:50:56.000Z,"Seeking Alpha Market News
@MarketCurrents
·
Jan 3, 2011","After seeing the iPad's (AAPL) runaway success in 2010, the tablet PC vendor almost-rans and wannabe... http://seekingalpha.com/n/1e04",,,,,[],https://twitter.com/MarketCurrents/status/21971784614023168
Insider Business,@BusinessInsider,2011-01-03T18:37:40.000Z,"Insider Business
@BusinessInsider
·
Jan 3, 2011","iPad Represented 5% Of Business Insider's Traffic Over The Holidays... Almost One-Third Of The ... $AAPL by 
@fromedome
 http://read.bi/gWqLZg",,,4,,[],https://twitter.com/BusinessInsider/status/21998645977026560
Insider Business,@BusinessInsider,2011-01-03T16:20:08.000Z,"Insider Business
@BusinessInsider
·
Jan 3, 2011","10 Things That Were Supposed To Happen In 2010, But Didn't $AOL $GOOG $AAPL by 
@jyarow
 http://read.bi/hcqbWV",,,,,[],https://twitter.com/BusinessInsider/status/21964032592322561
24/7 Wall St.,@247WallSt,2011-01-03T22:50:39.000Z,"24/7 Wall St.
@247WallSt
·
Jan 3, 2011","RT 
@jonogg
 Closing Bell: Opening Day Indicator Brings 2011 Hope (APC, AAPL, CLX, MBI, MPEL, NVDA, UNG) http://bit.ly/g1z8KK",,,1,,[],https://twitter.com/247WallSt/status/22062310256287745
Apple News,@applenws,2011-01-03T14:03:42.000Z,"Apple News
@applenws
·
Jan 3, 2011",Apple Is Due For A (Relatively) Boring 2011 (AAPL) - San Francisco Chronicle http://bit.ly/dT7a91 #apple,,,,,[],https://twitter.com/applenws/status/21929699928186880
Dan Frommer,@fromedome,2011-01-03T18:37:39.000Z,"Dan Frommer
@fromedome
·
Jan 3, 2011",iPad Represented 5% Of Business Insider's Traffic Over The Holidays... Almost One-Third Of The Mac $AAPL http://read.bi/gWqLZg,,,,1,[],https://twitter.com/fromedome/status/21998643535945728
Profit.ly,@profitly,2011-01-03T20:20:51.000Z,"Profit.ly
@profitly
·
Jan 3, 2011","We are excited to see today's trades, lots of big winners shorting $CPOW $CHGS $SHZ and buying $AAPL $ISRG S$PMD $DEXO $PCLN $AVL $RPC",,,,,[],https://twitter.com/profitly/status/22024613282189314
FierceWireless,@FierceWireless,2011-01-03T16:23:37.000Z,"FierceWireless
@FierceWireless
·
Jan 3, 2011","RT 
@alleyinsider
: 10 Things That Were Supposed To Happen In 2010, But Didn't $AOL $GOOG $AAPL by 
@jyarow
 http://read.bi/hcqbWV",,,,,[],https://twitter.com/FierceWireless/status/21964909638057984
Loud & Aggressive,@Nixie,2011-01-03T22:20:05.000Z,"Loud & Aggressive
@Nixie
·
Jan 3, 2011","RT 
@alleyinsider
: 10 Things That Were Supposed To Happen In 2010, But Didn't $AOL $GOOG $AAPL by 
@jyarow
 http://read.bi/hcqbWV",,,,,[],https://twitter.com/Nixie/status/22054618380894208
Insider Tech Business,@insidertechbiz,2011-01-04T15:50:27.000Z,"Insider Tech Business
@insidertechbiz
·
Jan 4, 2011","11 Things Apple Must Do This Year $AAPL by 
@fromedome
 http://read.bi/ghBIzC",,,3,4,[],https://twitter.com/insidertechbiz/status/22318952910692352
Insider Tech Business,@insidertechbiz,2011-01-04T12:36:13.000Z,"Insider Tech Business
@insidertechbiz
·
Jan 4, 2011","10 Things You Need To Know $VIA $MSFT $GOOG $AAPL $MOT by 
@jyarow
 http://read.bi/gm9g1p",,,3,5,[],https://twitter.com/insidertechbiz/status/22270072504451074
Insider Tech Business,@insidertechbiz,2011-01-04T15:34:13.000Z,"Insider Tech Business
@insidertechbiz
·
Jan 4, 2011","11 Big Goals For Apple In 2011 $AAPL by 
@fromedome
 http://read.bi/ghBIzC",,,1,5,[],https://twitter.com/insidertechbiz/status/22314867042029568
The Exchange,@CNBCTheExchange,2011-01-04T15:58:04.000Z,"The Exchange
@CNBCTheExchange
·
Jan 4, 2011",5 Large-Caps That Will Make You 'Lots of Money': Pro http://bit.ly/gPzAFN  $AAPL $BAC $C $CSCO $GOOG #Economy #Economy #InvestmentStrategy,,,1,1,[],https://twitter.com/CNBCTheExchange/status/22320869745360896
Insider Tech Business,@insidertechbiz,2011-01-04T16:33:16.000Z,"Insider Tech Business
@insidertechbiz
·
Jan 4, 2011","50 Million U.S. Tablet Users By 2012 $AAPL $GOOG by 
@fromedome
 http://read.bi/f9sf43",,,4,3,[],https://twitter.com/insidertechbiz/status/22329727972806656
Insider Tech Business,@insidertechbiz,2011-01-04T20:07:29.000Z,"Insider Tech Business
@insidertechbiz
·
Jan 4, 2011","HP Schedules WebOS Announcement In February -- Is This The Palm Tablet? $HPQ $AAPL by 
@fromedome
 http://read.bi/fqw5zs",,,3,3,[],https://twitter.com/insidertechbiz/status/22383635701170177
CNBC's Fast Money,@CNBCFastMoney,2011-01-04T00:19:08.000Z,"CNBC's Fast Money
@CNBCFastMoney
·
Jan 3, 2011","Bulls Storm First Session of 2011, But Is Caution Warranted? http://bit.ly/fmWWnz  $AAPL $BAC $C $FCX $HPQ $IBM $ORCL $VZ $WLT #FastMoney",,,2,2,[],https://twitter.com/CNBCFastMoney/status/22084580605427712
James Altucher,@jaltucher,2011-01-04T00:23:02.000Z,"James Altucher
@jaltucher
·
Jan 3, 2011","Of course, I also think $AAPL will be the first trillion dollar market cap company: http://bit.ly/gSry1O",,,1,2,[],https://twitter.com/jaltucher/status/22085561258872832
Brad Mook,@bradmook,2011-01-04T03:23:56.000Z,"Brad Mook
@bradmook
·
Jan 3, 2011","At these valuations, aren't $FBOOK, $GOOG, $AAPL, etc. really just vanity holdings?",,,1,,[],https://twitter.com/bradmook/status/22131082967130112
Insider Tech Business,@insidertechbiz,2011-01-04T15:26:20.000Z,"Insider Tech Business
@insidertechbiz
·
Jan 4, 2011","THE GOOGLE INVESTOR: Here Are The Sectors Google Should Focus On In 2011 $GOOG $AAPL $RIMM $EXPE by 
@hleonard76
 http://read.bi/fokbdw",,,1,5,[],https://twitter.com/insidertechbiz/status/22312884528746496
Insider Tech Business,@insidertechbiz,2011-01-04T02:58:25.000Z,"Insider Tech Business
@insidertechbiz
·
Jan 3, 2011","Microsoft Supposedly Showing Off Its Answer To Apple TV And Google TV At CES $MSFT $GOOG $AAPL by 
@fromedome
 http://read.bi/fsiNo4",,,9,2,[],https://twitter.com/insidertechbiz/status/22124661781299200
ChartingStock,@ChartingStock,2011-01-04T15:16:10.000Z,"ChartingStock
@ChartingStock
·
Jan 4, 2011",$SPY $QQQQ $DIA Closed Yest Gaps-Overall $SPX Seasonal Up Bias-Jan 5-New 52Wk Highs $AAPL $KOL $T $RSX $MCP $MTL $AMZN $CLF $IDCC $SYT $NXPI,,,3,,[],https://twitter.com/ChartingStock/status/22310323100848128
Anni_V,@AnniDayTrades,2011-01-04T07:56:13.000Z,"Anni_V
@AnniDayTrades
·
Jan 4, 2011",Music & Charts Evening recap : $OIH $MA $MOS $POT $WYNN $GOOG $PCLN $NFLX $CMG $AAPL  http://stk.ly/bXQSu2,,,,,[],https://twitter.com/AnniDayTrades/status/22199609342304256
Channing Swanson,@channingswanson,2011-01-04T13:10:35.000Z,"Channing Swanson
@channingswanson
·
Jan 4, 2011","RT “
@StockTwits
: $AAPL Has Gained an Average of 1% Per Week for 8 Years http://stk.ly/glWyQ1",,,1,,[],https://twitter.com/channingswanson/status/22278721889116162
Cocoy Dayao,@cocoy,2011-01-04T22:53:20.000Z,"Cocoy Dayao
@cocoy
·
Jan 4, 2011",NYTimes: More Schools Embracing iPad as Learning Tool http://nyti.ms/gjBzby $AAPL,,,1,,[],https://twitter.com/cocoy/status/22425374772174848
Manish Shah,@mnshah,2011-01-04T08:11:27.000Z,"Manish Shah
@mnshah
·
Jan 4, 2011","I love apple, but sadly, what is the true share price for $aapl minus steve jobs? A once-in-a-lifetime visionary, but no clear successor.",,,,,[],https://twitter.com/mnshah/status/22203442961321984
CNN Business,@CNNBusiness,2011-01-04T11:01:43.000Z,"CNN Business
@CNNBusiness
·
Jan 4, 2011","Apple 2.0: On vacation, off the grid http://bit.ly/eQ1T9q $AAPL",,,1,,[],https://twitter.com/CNNBusiness/status/22246290683334656
Insider Tech Business,@insidertechbiz,2011-01-04T14:21:11.000Z,"Insider Tech Business
@insidertechbiz
·
Jan 4, 2011","Samsung's Galaxy Android Tablet Is Going To Be Obsolete Very Soon $GOOG $AAPL by 
@jyarow
 http://read.bi/dQPBnI",,,4,2,[],https://twitter.com/insidertechbiz/status/22296488562393088
TraderFlorida,@TraderFlorida,2011-01-04T23:59:34.000Z,"TraderFlorida
@TraderFlorida
·
Jan 4, 2011",$AAPL http://chart.ly/xs55yii Trending higher today after breaking out of this tight basing channel -,,,,1,[],https://twitter.com/TraderFlorida/status/22442041183051776
Matt Wolfson,@TMTanalyst,2011-01-04T14:03:31.000Z,"Matt Wolfson
@TMTanalyst
·
Jan 4, 2011","$AAPL iOS market share #1 28.6%, $RIMM 26.1% down from 33% in June and $GOOG android 25.8%   http://nyti.ms/eRf7YD",,,2,,[],https://twitter.com/TMTanalyst/status/22292042247835649
Dan Frommer,@fromedome,2011-01-04T20:07:28.000Z,"Dan Frommer
@fromedome
·
Jan 4, 2011",HP Schedules WebOS Announcement In February -- Is This The Palm Tablet? $HPQ $AAPL http://read.bi/fqw5zs,,,2,1,[],https://twitter.com/fromedome/status/22383631347486720
Everything Microsoft,@EverythingMS,2011-01-04T04:29:42.000Z,"Everything Microsoft
@EverythingMS
·
Jan 3, 2011","Microsoft Supposedly Showing Off Its Answer To Apple TV And Google TV At CES (MSFT, GOOG, AAPL) http://read.bi/g63Axn",,,6,3,[],https://twitter.com/EverythingMS/status/22147633640374273
Insider Business,@BusinessInsider,2011-01-04T15:34:12.000Z,"Insider Business
@BusinessInsider
·
Jan 4, 2011","11 Big Goals For Apple In 2011 $AAPL by 
@fromedome
 http://read.bi/ghBIzC",,,,2,[],https://twitter.com/BusinessInsider/status/22314863426539520
Dan Frommer,@fromedome,2011-01-04T15:50:26.000Z,"Dan Frommer
@fromedome
·
Jan 4, 2011",11 Things Apple Must Do This Year $AAPL http://read.bi/ghBIzC,,,1,,[],https://twitter.com/fromedome/status/22318948229840896
Seeking Alpha,@SA_USMarket,2011-01-04T07:35:44.000Z,"Seeking Alpha
@SA_USMarket
·
Jan 4, 2011",Tracking Fortune's Top 10 Stocks for 2011 http://seekingalpha.com/a/58ro $ENTR $MOS $RCL $AGU $LEN $EWBC $DOW $AAPL $RIG $SPY,,,,,[],https://twitter.com/SA_USMarket/status/22194454186164224
Richard Carver,@RichardCarver,2011-01-04T18:37:14.000Z,"Richard Carver
@RichardCarver
·
Jan 4, 2011","Commented on: ""Separating Rumor From News, Opportunity From Risk: AT&T, Verizon"" http://soc.li/CvFzbyh $T $VZ $AAPL",,,,,[],https://twitter.com/RichardCarver/status/22360923788279808
InvestorsHub,@IHub_StockPosts,2011-01-04T02:27:27.000Z,"InvestorsHub
@IHub_StockPosts
·
Jan 3, 2011","$AAPL : have $AAPL 340s jan calls 3x oversized at 2, what's your view? http://bit.ly/dOUYKi",,,,,[],https://twitter.com/IHub_StockPosts/status/22116869141954560
Apple Core: News!,@applenewswatch,2011-01-04T16:49:59.000Z,"Apple Core: News!
@applenewswatch
·
Jan 4, 2011",Summary: Iomega SuperHero docks and backs up contacts and photos from your iPhone to SD card $AAPL - http://bit.ly/dEiGFa,,,,,[],https://twitter.com/applenewswatch/status/22333931818844161
Dan Frommer,@fromedome,2011-01-04T16:33:15.000Z,"Dan Frommer
@fromedome
·
Jan 4, 2011",50 Million U.S. Tablet Users By 2012 $AAPL $GOOG http://read.bi/f9sf43,,,,,[],https://twitter.com/fromedome/status/22329722574737408
LAMP Tag,@lamptag,2011-01-04T13:27:30.000Z,"LAMP Tag
@lamptag
·
Jan 4, 2011","Apple worth more than $300 billion, your first iPod barely pushing $20 on eBay http://engt.co/gZp2Qm #AAPL #exxon_mobil #ExxonMobil",,,1,,[],https://twitter.com/lamptag/status/22282977564168194
Eric Andersen,@eric_andersen,2011-01-04T13:42:03.000Z,"Eric Andersen
@eric_andersen
·
Jan 4, 2011",Whoa! Apple passes $300 billion in market capitalization! Now 2nd largest after Exxon Mobil!? http://j.mp/eEF6XX $AAPL,,,2,,[],https://twitter.com/eric_andersen/status/22286638159765504
Alacra Pulse,@AlacraPulse,2011-01-04T22:51:30.000Z,"Alacra Pulse
@AlacraPulse
·
Jan 4, 2011",Alacra Pulse Prognosis Update: Eight Tech Stocks to Watch in 2011 http://bit.ly/gAURRl  $AAPL $AMZN $BIDU $GOOG $MSFT $NFLX $RIMM $YHOO,,,,,[],https://twitter.com/AlacraPulse/status/22424912639557632
John Ward,@JWard_73,2011-01-04T02:52:18.000Z,"John Ward
@JWard_73
·
Jan 3, 2011",Market Commentary for 1/3/2011: http://bit.ly/dP7X9p. 2nd leg rallies throughout history are studied. $SPY $IWM $AAPL $GOOG $NFLX $PCLN,,,,,[],https://twitter.com/JWard_73/status/22123126053666816
ijeoma,@CapitalBanker,2011-01-04T16:21:10.000Z,"ijeoma
@CapitalBanker
·
Jan 4, 2011","iPhones androids blackberrys get all the press, however Nokia 1100 still king of the jungle http://bit.ly/fLMvBA $aapl $goog $rimm $nok $$",🍀 🐋,,,,[],https://twitter.com/CapitalBanker/status/22326684145422336
Chess,@chessNwine,2011-01-04T23:02:34.000Z,"Chess
@chessNwine
·
Jan 4, 2011","NEW POST: ""There's No Nation Like Rotation (Market Wrap Up 01/04/11)"" http://bit.ly/eAvI0O $AAPL $EEM $IWM $IYT $QQQQ $SPY $XLF #IBankCoin",,,2,,[],https://twitter.com/chessNwine/status/22427699305775104
The Exchange,@CNBCTheExchange,2011-01-04T18:25:08.000Z,"The Exchange
@CNBCTheExchange
·
Jan 4, 2011","The Insider's Guide to CES: The People, Products, and Parties http://bit.ly/fxN1jJ  $AAPL $F $GOOG $INTC $MSFT $NVDA $QCOM $SSGFF $TOSBF",,,,1,[],https://twitter.com/CNBCTheExchange/status/22357881286303744
Seeking Alpha,@SA_USMarket,2011-01-04T21:11:56.000Z,"Seeking Alpha
@SA_USMarket
·
Jan 4, 2011",Why Are These Stocks Seeing Higher Interest? http://seekingalpha.com/a/58wm $F $NEOG $C $BAC $NLY $CSCO $MOT $MSI $MMI $AAPL $USO $SIRI,,,,,[],https://twitter.com/SA_USMarket/status/22399857553575936
Stockpickr,@Stockpickr,2011-01-04T22:21:23.000Z,"Stockpickr
@Stockpickr
·
Jan 4, 2011",Fred Fuld says that $AAPL benifits from higher interest rates: http://stockpickr.com/apple-benefits-higher-interest-rates.html,,,,,[],https://twitter.com/Stockpickr/status/22417333028921344
The Option Maestro,@option_maestro,2011-01-04T17:26:02.000Z,"The Option Maestro
@option_maestro
·
Jan 4, 2011","Stock Losses Worsen At Midday: 
Stock Losses Worsen At Midday
Investor's Business Daily - 8 minutes ago 
B... http://bit.ly/fD77mh $AAPL",,,,,[],https://twitter.com/option_maestro/status/22343007986520064
The Option Maestro,@option_maestro,2011-01-04T23:27:50.000Z,"The Option Maestro
@option_maestro
·
Jan 4, 2011","Our Outlook For Consumer Cyclical Stocks: 
Our Outlook For Consumer Cyclical Stocks
istockAnalyst.com - 29... http://bit.ly/eC5IS4 $AAPL",,,,,[],https://twitter.com/option_maestro/status/22434055874154497
TraderFlorida,@TraderFlorida,2011-01-04T22:47:11.000Z,"TraderFlorida
@TraderFlorida
·
Jan 4, 2011",Went to Flemming's Steak House other day - came to table with an iPad for menu and wine list. Great concept $AAPL,,,2,,[],https://twitter.com/TraderFlorida/status/22423824549023745
Aaron Pressman,@ampressman,2011-01-04T15:25:46.000Z,"Aaron Pressman
@ampressman
·
Jan 4, 2011",Study: 40% of iPad owners have Kindles too | Electronista http://bit.ly/eTWF6u $AMZN $AAPL,,,,,[],https://twitter.com/ampressman/status/22312741058379776
Cocoy Dayao,@cocoy,2011-01-04T22:57:18.000Z,"Cocoy Dayao
@cocoy
·
Jan 4, 2011",NYTimes: Apple Mobile Operating System Still Tops Google Android http://nyti.ms/hK78dT $AAPL $rim $goog,,,,,[],https://twitter.com/cocoy/status/22426371590463489
David Patrick -President- Fitzstock Charts LLC,@Fitzstock2004,2011-01-04T23:46:25.000Z,"David Patrick -President- Fitzstock Charts LLC
@Fitzstock2004
·
Jan 4, 2011","$AAPL http://chart.ly/ht528rg aapl daily still looking like it heads to 340 b-4 earnings(breakout,checked support,MACD curl)",,,,,[],https://twitter.com/Fitzstock2004/status/22438734171471872
bored2tears,@bored2tears,2011-01-04T08:06:02.000Z,"bored2tears
@bored2tears
·
Jan 4, 2011",Microsoft to take on Apple TV with Windows-based set top box. http://bit.ly/g3v22e $AAPL $MSFT #tech,,,,,[],https://twitter.com/bored2tears/status/22202079133040641
Abbi Vakil,@AbbiV,2011-01-04T19:13:46.000Z,"Abbi Vakil
@AbbiV
·
Jan 4, 2011",More schools embrace iPad as learning tool http://nyti.ms/i6ZBa1 Why spend 2x on MacBook when iPad= faster & easier 2 administer? $AAPL FTW!,,,,,[],https://twitter.com/AbbiV/status/22370119489425409
Carolyn Got-Another-Booster-Marshall,@kiwitrader24,2011-01-04T20:46:30.000Z,"Carolyn Got-Another-Booster-Marshall
@kiwitrader24
·
Jan 4, 2011",SJ will never forgive mother-effer Eric Schmidt 4 sitting on the board & stealing co secrets. Gonna eat his lunch 1 way or the other. $AAPL,,,,,[],https://twitter.com/kiwitrader24/status/22393456890478592
David Feldt,@davidfeldt,2011-01-04T14:36:01.000Z,"David Feldt
@davidfeldt
·
Jan 4, 2011","My first blog post (Dec 2005) ""Exceptional Experience = Stockholder Value"" Still valid more than 5 years later. http://bit.ly/hUzvW $AAPL",,,,,[],https://twitter.com/davidfeldt/status/22300219907510272
Patricio O'Gorman,@patoguru,2011-01-04T16:20:23.000Z,"Patricio O'Gorman
@patoguru
·
Jan 4, 2011","What will CES 2011 feature? Tablets, tablets, and tablets, all gunning for the iPad | http://bit.ly/edHKDo | #TabletWar $AAPL #iPad",,,,,[],https://twitter.com/patoguru/status/22326485310246912
James Rogers,@jamesjrogers,2011-01-04T13:42:09.000Z,"James Rogers
@jamesjrogers
·
Jan 4, 2011",$AAPL #Apple is unlikely to lose any sleep over the slew of tablets expected at #CES: http://tinyurl.com/27lkzay,,,,,[],https://twitter.com/jamesjrogers/status/22286664214773760
Insider Business,@BusinessInsider,2011-01-04T02:58:24.000Z,"Insider Business
@BusinessInsider
·
Jan 3, 2011","Microsoft Supposedly Showing Off Its Answer To Apple TV And Google TV At CES $MSFT $GOOG $AAPL by 
@fromedome
 http://read.bi/fsiNo4",,,7,,[],https://twitter.com/BusinessInsider/status/22124659524767744
Woll Street,@paulwoll,2011-01-04T08:37:26.000Z,"Woll Street
@paulwoll
·
Jan 4, 2011",$GOOG bullish today with volume.  $AAPL may have difficulty but over todays high may be worth an entry.  $MIPS breakout today. :),,,,,[],https://twitter.com/paulwoll/status/22209981256310784
Insider Tech Business,@insidertechbiz,2011-01-04T17:54:08.000Z,"Insider Tech Business
@insidertechbiz
·
Jan 4, 2011","Kindle App Coming To Android And Windows Tablets $AMZN $MSFT $GOOG $AAPL by 
@MattRosoff
 http://read.bi/iabHl0",,,,3,[],https://twitter.com/insidertechbiz/status/22350076621881345
Jesse Felder,@jessefelder,2011-01-04T17:51:52.000Z,"Jesse Felder
@jessefelder
·
Jan 4, 2011",The Smartphone Marketshare Race http://bit.ly/erfakw $AAPL $GOOG $RIMM,,,,,[],https://twitter.com/jessefelder/status/22349507966537729
HCPG,@HCPG,2011-01-04T18:45:05.000Z,"HCPG
@HCPG
·
Jan 4, 2011",So much bloodshed on our screens but $QQQQ down .38%. and $AAPL flat.    Tech holding great in front of commodity spanking. Bullish.,,,,,[],https://twitter.com/HCPG/status/22362900588920832
Braiden Harvey,@Braiden,2011-01-04T15:40:30.000Z,"Braiden Harvey
@Braiden
·
Jan 4, 2011","11 Things Apple Must Do This Year (AAPL): Apple had one of the best years in business history in 2010.
How can i... http://bit.ly/gTB9fV",,,,,[],https://twitter.com/Braiden/status/22316447116034048
Bloomberg,@Bloomberg,2011-01-04T12:30:03.000Z,"Bloomberg
@Bloomberg
·
Jan 4, 2011",Motorola's Jha Seeks to Defy History After Phone-Unit Spinoff http://bit.ly/h2NWwh $AAPL $GOOG $MMI $MOT $MSI,,,3,,[],https://twitter.com/Bloomberg/status/22268517898260481
