UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
Wallstreet Pennystocks,@Stock_Billions_,2019-01-01T13:54:36.000Z,"Wallstreet Pennystocks
@Stock_Billions_
·
Jan 1, 2019",$ARYC will be back over $1 very soon.  #ARYC is a #SiliconValley #biotech #trading at 5 pennies per share and is on a 2 year uptrend #pennystock #pennystocks $bioaq $andi $fusz $drus $icbu $rbiz $amfe $alkm $aapl $fb $wmih $nflx $qprc $nwpo $siaf $hihi,,1,3,11,['https://pbs.twimg.com/tweet_video_thumb/Dv1JMOJVAAArH0f.jpg'],https://twitter.com/Stock_Billions_/status/1080099975067971584
Stacy Herbert,@stacyherbert,2019-01-01T14:04:27.000Z,"Stacy Herbert
@stacyherbert
·
Jan 1, 2019",All coins follow #bitcoin. Imagine if every stock tracked $AAPL similarly?,🚀,2,1,8,['https://pbs.twimg.com/media/Dv1LOG5XgAIKEXy?format=jpg&name=large'],https://twitter.com/stacyherbert/status/1080102456422477824
Luke Sosnowski,@luke_sosnowski,2019-01-01T19:10:02.000Z,"Luke Sosnowski
@luke_sosnowski
·
Jan 1, 2019",Market traders today's the last day of 12 Days Of Christmas Sale over at #TRICKTRADES the quality & passion Trick has for trading reflects in this educational material http://bit.ly/TrickTrades $SPY $QQQ $BABA $NVDA $AAPL $TSLA $AMD $TWTR $NFLX $CAT $JNC $FB $SQ $MSFT #Jan1st #2019,,1,,2,[],https://twitter.com/luke_sosnowski/status/1080179360236216321
StocksToDiscover,@StockToDiscover,2019-01-01T10:28:08.000Z,"StocksToDiscover
@StockToDiscover
·
Jan 1, 2019",PMI is peaking?? we don't know yet that's the trust $INTC $STM $TXN  $NFLX $JPM $GS $smh $spy $spx $AAPL $BAC $PG $YHOO $CHK $WFC $FB $CRM $GE $MU $NFLX,,,,,['https://pbs.twimg.com/media/Dv0ZrwRXQAA6y-m?format=jpg&name=small'],https://twitter.com/StockToDiscover/status/1080048016348905473
StocksToDiscover,@StockToDiscover,2019-01-01T10:39:14.000Z,"StocksToDiscover
@StockToDiscover
·
Jan 1, 2019",ISM NMI (services) is showing a really strong readings $INTC $STM $TXN  $NFLX $JPM $GS $smh $spy $spx $AAPL $BAC $PG $YHOO $CHK $WFC $FB $CRM $GE $MU $NFLX,,,,,['https://pbs.twimg.com/media/Dv0ccrKXgAA2Llm?format=jpg&name=small'],https://twitter.com/StockToDiscover/status/1080050810585796608
Volatility,@getvolatility,2019-01-01T11:41:12.000Z,"Volatility
@getvolatility
·
Jan 1, 2019","Cheap call option upside: $AAPL calls cheaper than 83% of history, $JNJ 83%, $MRK 83%, $ROKU 83%, $CRM 83%, $WYNN 83%, $HD 83%",,,1,,[],https://twitter.com/getvolatility/status/1080066405255524352
My Vicious Twin,@MyViciousTwin,2019-01-01T15:36:03.000Z,"My Vicious Twin
@MyViciousTwin
·
Jan 1, 2019","Replying to 
@paulsummergrad
 and 
@asymco",,,,4,[],https://twitter.com/MyViciousTwin/status/1080125507289534464
AAPL,@AAPLlandman,2019-01-01T20:54:49.000Z,"AAPL
@AAPLlandman
·
Jan 1, 2019",Happy New Year  Looking forward to a great 2019 with our AAPL members!,🎊,,1,4,[],https://twitter.com/AAPLlandman/status/1080205730068815872
Gary D Anderson,@bgamall,2019-01-01T14:53:37.000Z,"Gary D Anderson
@bgamall
·
Jan 1, 2019",Charts And History Reveal Why The Fed Must Break Stuff $AAPL  $SBUX https://goo.gl/4XM1nT,,,,,[],https://twitter.com/bgamall/status/1080114828469972992
TREA,@treabase,2019-01-01T23:55:28.000Z,"TREA
@treabase
·
Jan 1, 2019",$AAPL #patent #maintenance event EXP - Patent Expired for Failure to Pay Maintenance Fees. http://trea.com/doc/7139001,,,,,['https://pbs.twimg.com/media/Dv3Su1uX0AAwrOM?format=jpg&name=small'],https://twitter.com/treabase/status/1080251189458014210
